ADT,EMC Value,'tEMCQual'1,Parameter,NonDetectFlag
48000,5.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
48000,5.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
48000,5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
48000,4.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
48000,4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
48000,3.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
48000,3.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
48000,3.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
48000,2.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
48000,2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
47000,24,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
47000,21,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
47000,20,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
47000,19,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
47000,17,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
47000,16,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
47000,15,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
47000,14,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
47000,12,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
47000,11,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
47000,10,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
47000,8.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,31,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,21,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,14,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,13,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,11,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,9.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,8.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,8.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,7.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,7.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,6.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,6.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
43000,3.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,11,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,9.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,9.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,9.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,6.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,5.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,5.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,4.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,4.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,4.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,4.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,4.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,3.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,3.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,3.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
40000,2.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,67,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,29.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,29.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,26.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,22.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,19.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,19.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,18.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,17.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,17.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,16.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,11.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,11.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,10.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,10.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,7.17,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
37000,3.94,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
36000,12,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
36000,7.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
36000,7.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
36000,5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
36000,4.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
36000,4.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
36000,4.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
36000,3.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
36000,3.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
36000,2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,49,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,26,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,23,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,20,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,16,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,14,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,12,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,11,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,10,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,9.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,9.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,9.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,8.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,7.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,6.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,5.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,5.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
29000,4.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
23000,16,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
23000,14,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
23000,12,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
23000,11,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
23000,8.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
23000,8.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
23000,6.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
23000,5.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
23000,4.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
23000,4.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
23000,3.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
23000,3.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
23000,2.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
20300,15,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
20300,9.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
20300,7.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
20300,6.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
20300,5.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
20300,4.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
20300,4.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
20300,3.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
20300,3.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
20300,3.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
20300,2.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
20300,2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
18300,45,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
18300,18,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
18300,6.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
18300,3.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,208,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,59,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,39,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,37,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,32,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,29,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,28,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,25,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,24,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,20,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,19,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,16,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,15,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,13,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
15000,12,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,110,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,86,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,84,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,54,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,52,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,45,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,44,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,42,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,38,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,33,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,32,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,30,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,29,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,26,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,25,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,13,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,12,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14200,9.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,38.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,35.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,30.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,28.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,25.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,23.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,22.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,21.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,19.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,16,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,15.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,15.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,15.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,14.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,11.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,11.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,10.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,10.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,9.86,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,8.72,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,8.65,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,7.76,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,7.33,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,5.69,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,5.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,3.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
14100,3.02,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
12500,7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
12500,4.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
12500,3.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
12500,3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
12500,2.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
12500,2.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
12500,2.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
12500,2.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,13,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,10,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,9.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,9.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,8.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,8.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,6.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,6.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,5.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,5.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,4.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,4.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,3.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,3.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,2.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,2.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
9100,2.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
8500,29.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
8500,27,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
8500,18.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
8500,13.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
8500,12.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
8500,11,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
8500,3.08,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,23,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,20,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,18.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,12,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,9.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,8.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,8.79,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,7.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,6.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,5.02,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,4.74,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,4.55,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,4.38,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,4.16,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,4.08,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,3.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
7200,2.26,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
5800,36,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
5800,10,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
5800,8.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
5800,8.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
5800,8.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
5800,2.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
5800,2.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
5800,2.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,130,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,25,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,15,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,11,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,9.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,8.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,7.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,6.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,6.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,5.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,5.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,5.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,4.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,4.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,4.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,3.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,3.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,3.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
4950,3.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
3000,15.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
3000,15.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
3000,14.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
3000,9.74,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
3000,8.71,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
3000,8.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
3000,7.42,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
3000,5.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
3000,3.96,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
3000,3.87,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
3000,3.62,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
3000,3.47,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
3000,3.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,17,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,14,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,10,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,6.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,6.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,5.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,5.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,5.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,4.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,3.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,3.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,3.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,3.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,2.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,2.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2250,2.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,5.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,5.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,4.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,4.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,4.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,3.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,3.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,3.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,3.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,3.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,2.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,2.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,2.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,2.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
2100,2.1,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
1690,516,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
1690,177,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
1690,103,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,50,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,48,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,37.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,36.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,35.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,34.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,33.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,29.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,28.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,27.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,25,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,24.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,24,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,23.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,21.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,21.4,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,21,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,18.9,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,18.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,16.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,16.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,16.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,16,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,15.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,15.6,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,14.8,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,13,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,12.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,12.3,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,11,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,10.7,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,10.5,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,10.2,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,9.76,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
0,9.68,,"Nickel, water, unfiltered, recoverable, micrograms per liter",FALSE
