NonDetectFlag,Parameter ID (tdsUSEPAParameterCodes.txt),S Adt,S Avg Annual Precip,S EMC Value,Site ID,State ID,T Data Qualifier,T EMC Qual,T Parameter Name,T Pcode
FALSE,290,40000,,1.2,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,40000,,1.1,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,40000,,0.96,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,40000,,0.82,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,40000,,0.8,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,40000,,0.73,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,40000,,0.72,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,40000,,0.64,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,40000,,0.63,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,40000,,0.6,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,40000,,0.59,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,40000,,0.58,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,40000,,0.5,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,40000,,0.45,72,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,139000,,2.7,71,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,139000,,2.4,71,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,139000,,2.1,71,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,139000,,1.8,71,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,139000,,1.7,71,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,139000,,1.6,71,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,139000,,1.4,71,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,139000,,1.2,71,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,139000,,1.1,71,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,139000,,0.99,71,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,139000,,0.7,71,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,139000,,0.2,71,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,3.2,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,1.9,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,1.8,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,1.6,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,1.2,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,1.1,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,1,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,0.9,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,0.8,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,0.7,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,0.6,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,0.5,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,0.4,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,43000,,0.3,70,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,2.2,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,2.1,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,1.5,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,1.4,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,1.1,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,1,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,0.96,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,0.9,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,0.86,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,0.85,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,0.8,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,0.72,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,0.7,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,0.6,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,0.55,69,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,1.3,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,1.2,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,1.1,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,1,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,0.91,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,0.9,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,0.74,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,0.7,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,0.6,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,0.55,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,0.5,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,0.48,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,0.45,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,175000,,0.2,68,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,177000,,3.5,67,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,177000,,2.3,67,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,177000,,2.1,67,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,177000,,1.3,67,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,177000,,1,67,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,177000,,0.8,67,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,177000,,0.7,67,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,177000,,0.63,67,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,177000,,0.6,67,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,177000,,0.48,67,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,177000,,0.4,67,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,177000,,0.38,67,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,1.1,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,1,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,0.99,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,0.9,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,0.86,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,0.82,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,0.8,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,0.73,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,0.7,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,0.6,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,0.48,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,0.44,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,0.4,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,0.33,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,212000,,0.2,66,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,51000,,0.9,65,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,51000,,0.6,65,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,51000,,0.4,65,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,51000,,0.3,65,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,51000,,0.2,65,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,51000,,0.8,64,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,51000,,0.4,64,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,51000,,0.3,64,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,51000,,0.2,64,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,48000,,0.8,63,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,48000,,0.5,63,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,48000,,0.4,63,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,48000,,0.3,63,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,48000,,0.2,63,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,47000,,3.5,62,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,47000,,3,62,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,47000,,2.5,62,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,47000,,2.4,62,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,47000,,2.1,62,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,47000,,2,62,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,47000,,1.6,62,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,47000,,1.4,62,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,47000,,1.3,62,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,47000,,1.2,62,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,47000,,0.8,62,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,53000,,0.9,61,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,53000,,0.7,61,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,53000,,0.6,61,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,53000,,0.5,61,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,53000,,0.48,61,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,53000,,0.4,61,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,53000,,0.3,61,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,53000,,0.2,61,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,132000,,1.5,60,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,132000,,1.1,60,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,132000,,0.9,60,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,132000,,0.8,60,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,132000,,0.7,60,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,132000,,0.69,60,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,132000,,0.6,60,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,132000,,0.53,60,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,132000,,0.5,60,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,132000,,0.4,60,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,132000,,0.3,60,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,132000,,0.2,60,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,29000,,30,59,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,29000,,1,59,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,29000,,0.6,59,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,29000,,0.52,59,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,29000,,0.5,59,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,29000,,0.4,59,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,29000,,0.3,59,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,29000,,0.29,59,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,29000,,0.2,59,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,2.6,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,2.4,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,1.5,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,1.3,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,1.2,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,1,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,0.9,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,0.8,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,0.7,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,0.6,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,0.5,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,0.4,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,0.3,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,70000,,0.2,58,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,2.3,57,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,1.8,57,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,1.4,57,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,1.3,57,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,1.2,57,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,1.1,57,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,1,57,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,0.79,57,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,0.51,57,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,231000,,0.5,57,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,4.8,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,4.7,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,4.1,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,3.3,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,2,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,1.9,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,1.8,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,1.7,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,1.5,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,1.3,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,1.2,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,1.1,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,1,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,0.9,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,0.7,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,0.6,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,134000,,0.2,56,6,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,1.1,55,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.6,55,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.5,55,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.4,55,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.3,55,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.2,55,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,1.51,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.98,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.9,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.8,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.7,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.65,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.62,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.61,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.6,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.54,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.5,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.4,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.39,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.35,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.34,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,127000,,0.2,54,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,5800,,0.2,53,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,2150,,0.3,52,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,9100,,0.4,51,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,9100,,0.3,51,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,9100,,0.2,51,6,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,12500,,1.2,50,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,12500,,0.97,50,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,12500,,0.87,50,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,12500,,0.56,50,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,12500,,0.54,50,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,12500,,0.42,50,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,12500,,0.31,50,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,12500,,0.24,50,6,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
